LI,EF,DF,HL,rollout_method,hertg_method,done,percent_done,cumulative_reward,num_actions,computation_time,computation_per_action
100,0.1,1.0,6,random,static,True,100.0,6.95,49,114.26138042399998,2.3318649066122443
100,0.1,1.0,6,random,static,True,100.0,6.95,49,113.56694240900015,2.317692702224493
100,0.1,1.0,6,random,static,True,100.0,6.95,49,117.67194083599998,2.40146818032653
100,0.1,1.0,6,random,static,True,100.0,6.95,49,126.53899785799968,2.582428527714279
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,185.4750875579998,2.182059853623527
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,187.36909740700003,2.2043423224352945
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,190.68579149700008,2.243362252905883
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,210.72594675799974,2.479128785388232
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,194.54620360800027,2.288778865976474
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,190.22262797699977,2.2379132703176445
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,193.0567938009999,2.2712563976588225
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,197.1949456279999,2.319940536799999
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,199.4657524600002,2.34665591129412
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,202.3291611919999,2.3803430728470576
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,201.12912752300008,2.366225029682354
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,212.23634832499965,2.496898215588231
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,196.2756481299998,2.3091252721176447
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,204.73558507400003,2.408653942047059
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,200.48909445799973,2.358695228917644
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,212.63884018299996,2.5016334139176464
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,200.15565691799975,2.354772434329409
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,203.6684792809997,2.396099756247055
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,216.9729881090002,2.5526233895176493
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,215.83928125600005,2.5392856618352946
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,208.6919847869999,2.455199821023528
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,215.25647122300006,2.5324290732117656
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,213.57426279900028,2.5126383858705914
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,218.08170696599973,2.5656671407764673
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,216.9551373029999,2.552413380035293
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,203.82797646900008,2.397976193752942
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,211.5723281530004,2.4890862135647107
100,0.1,1.0,6,same,static,True,100.0,6.9439578844623115,85,213.9984155530001,2.517628418270589
100,0.1,1.0,6,same,static,True,100.0,6.95,95,175.759635205,1.8501014232105262
100,0.1,1.0,6,same,static,True,100.0,6.95,95,185.69828502100017,1.9547187896947387
100,0.1,1.0,6,same,static,True,100.0,6.95,95,182.0756206789997,1.9165854808315759
100,0.1,1.0,6,same,static,True,100.0,6.91432914240237,72,125.65422265400002,1.7451975368611115
100,0.1,1.0,6,same,static,True,100.0,6.95,95,197.22992831300007,2.0761045085578953
100,0.1,1.0,6,same,static,True,100.0,6.91432914240237,72,128.93362015699995,1.790744724402777
